제품명(한글),수입일자,제조국,수출국,가격
커피생두,12/22/2020,브라질,브라질,79
"파인애플(12KG,2020.12.09)",12/22/2020,필리핀,필리핀,56
"바나나(13KG,2020.12.07)",12/22/2020,필리핀,필리핀,49
"바나나(13KG,2020.12.07)",12/22/2020,필리핀,필리핀,80
들깨,12/22/2020,중국,중국,64
신선 당근,12/22/2020,중국,중국,17
바나나,12/22/2020,에콰도르,에콰도르,20
호두,12/22/2020,미국,미국,96
아보카도,12/22/2020,멕시코,멕시코,39
맥아,12/22/2020,덴마크,덴마크,30
아몬드,12/22/2020,미국,미국,29
녹두,12/22/2020,미국,미국,97
당근,12/22/2020,중국,중국,11
신선양파,12/22/2020,중국,중국,50
아몬드,12/22/2020,미국,미국,10
인도네시아 커피원두,12/22/2020,인도네시아,인도네시아,96
신선양파,12/22/2020,중국,중국,74
생알땅콩,12/22/2020,중국,중국,51
냉동고추,12/22/2020,중국,중국,9
아몬드,12/22/2020,미국,미국,80
아몬드,12/22/2020,미국,미국,54
콜롬비아  커피원두,12/22/2020,콜롬비아,콜롬비아,85
콜롬비아  커피원두,12/22/2020,콜롬비아,콜롬비아,94
신선양배추,12/22/2020,중국,중국,94
커피원두,12/22/2020,에티오피아,대만,38
커피 생두,12/22/2020,코스타리카,영국,72
커피 생두,12/22/2020,과테말라,영국,18
팝콘,12/22/2020,미국,미국,63
판단잎,12/22/2020,베트남,베트남,92
사탕수수,12/22/2020,베트남,베트남,24
레몬그라스,12/22/2020,베트남,베트남,84
히카마,12/22/2020,베트남,베트남,50
옥수수,12/22/2020,미국,미국,24
냉동홍고추,12/22/2020,중국,중국,17
우슬,12/22/2020,중국,중국,76
산수유,12/22/2020,중국,중국,78
냉동 홍고추,12/22/2020,중국,중국,32
바닐라빈,12/22/2020,인도네시아,인도네시아,89
커피생두,12/22/2020,브라질,브라질,99
커피 생두,12/22/2020,브라질,브라질,2
마늘쫑,12/22/2020,중국,중국,80
깐도라지,12/22/2020,중국,중국,58
자몽,12/22/2020,이스라엘,이스라엘,71
블루베리,12/22/2020,칠레,칠레,98
신선송로버섯,12/22/2020,중국,중국,33
망고,12/22/2020,태국,태국,83
체리,12/22/2020,칠레,칠레,77
코스타리카 커피원두,12/22/2020,코스타리카,코스타리카,87
자몽,12/22/2020,이스라엘,이스라엘,22
신선당근,12/22/2020,중국,중국,62
깐도라지,12/22/2020,중국,중국,56
깐도라지,12/22/2020,중국,중국,33
신선깐도라지,12/22/2020,중국,중국,68
깐도라지,12/22/2020,중국,중국,13
신선브로콜리,12/22/2020,중국,중국,62
커피 생두,12/22/2020,브라질,브라질,57
숙지황,12/22/2020,중국,중국,47
천궁,12/22/2020,중국,중국,29
양배추,12/22/2020,중국,중국,96
깐도라지,12/22/2020,중국,중국,76
깐도라지,12/22/2020,중국,중국,66
체리,12/22/2020,칠레,칠레,85
체리,12/22/2020,칠레,칠레,52
체리,12/22/2020,칠레,칠레,8
체리,12/22/2020,칠레,칠레,89
체리,12/22/2020,칠레,칠레,29
깐녹두,12/22/2020,중국,중국,54
아스파라거스(5KG),12/22/2020,페루,페루,14
체리,12/22/2020,칠레,칠레,62
체리,12/22/2020,칠레,칠레,99
체리,12/22/2020,칠레,칠레,47
용과,12/22/2020,베트남,베트남,18
캐슈넛,12/22/2020,베트남,베트남,73
신선당근,12/22/2020,중국,중국,1
적맥,12/22/2020,미국,미국,47
백맥,12/22/2020,미국,미국,98
특맥,12/22/2020,미국,미국,76
특맥,12/22/2020,미국,미국,7
소맥,12/22/2020,미국,미국,58
소맥,12/22/2020,미국,미국,54
소맥,12/22/2020,미국,미국,71
냉동고추,12/22/2020,중국,중국,15
소맥,12/22/2020,미국,미국,15
소맥,12/22/2020,미국,미국,67
소맥,12/22/2020,미국,미국,56
건구기자,12/22/2020,중국,중국,76
냉동홍고추,12/22/2020,중국,중국,45
강낭콩,12/22/2020,중국,중국,38
건토란줄기,12/22/2020,미얀마,미얀마,69
냉동홍고추,12/22/2020,중국,중국,12
냉동홍고추,12/22/2020,중국,중국,45
냉동홍고추,12/22/2020,중국,중국,26
냉동홍고추,12/22/2020,중국,중국,6
참깨,12/22/2020,인도,인도,54
브로콜리,12/22/2020,중국,중국,7
호박씨,12/22/2020,중국,중국,80
리크,12/22/2020,벨기에,벨기에,4
녹두,12/22/2020,페루,페루,85
적채,12/22/2020,중국,중국,23
마른고사리,12/22/2020,중국,중국,37
신선양파,12/22/2020,중국,중국,26
양배추,12/22/2020,중국,중국,26
마늘쫑(8KG),12/22/2020,중국,중국,59
현미(단립종 혼합),12/22/2020,중국,홍콩,6
아스파라거스,12/22/2020,태국,태국,4
아스파라거스,12/22/2020,태국,태국,18
아스파라거스,12/22/2020,태국,태국,54
체리,12/22/2020,칠레,칠레,33
망고,12/22/2020,페루,페루,97
곶감,12/22/2020,중국,중국,18
건라임잎,12/22/2020,태국,태국,90
체리,12/22/2020,칠레,칠레,53
판다누스잎,12/22/2020,태국,태국,95
레몬그래스,12/22/2020,태국,태국,59
"숙지황(뿌리,건조)",12/22/2020,중국,중국,94
천궁,12/22/2020,중국,중국,45
건조 양파,12/22/2020,중국,중국,56
마늘쫑,12/22/2020,중국,중국,42
신선당근,12/22/2020,중국,중국,53
곶감,12/22/2020,중국,중국,56
서리태,12/22/2020,중국,중국,51
스틱 계피,12/22/2020,베트남,베트남,22
아스파라거스,12/22/2020,태국,태국,10
앤다이브(프리셰),12/22/2020,스페인,벨기에,48
레몬그라스,12/22/2020,태국,태국,41
핑거루트,12/22/2020,태국,태국,99
갈랑가 갈랑갈,12/22/2020,태국,태국,2
홀리 바실,12/22/2020,태국,태국,21
커피원두,12/22/2020,브라질,브라질,40
신선우엉,12/22/2020,중국,중국,13
건조능이버섯,12/22/2020,중국,중국,95
냉동홍고추,12/22/2020,중국,중국,88
블루베리,12/22/2020,칠레,칠레,61
블루베리,12/22/2020,칠레,칠레,52
포도,12/22/2020,미국,미국,8
깐녹두,12/22/2020,중국,중국,2
천궁(24KG),12/22/2020,중국,중국,19
인진(30KG),12/22/2020,중국,중국,28
냉동배추,12/22/2020,중국,중국,63
건조능이,12/22/2020,중국,중국,68
냉동 브로컬리,12/22/2020,중국,중국,34
기타형태의 흑삼,12/22/2020,대한민국,중국,30
홍삼직삼,12/22/2020,대한민국,중국,89
커피 생두,12/22/2020,콜롬비아,콜롬비아,65
냉동복숭아(황도),12/22/2020,중국,중국,1
냉동 무청시래기,12/22/2020,중국,중국,22
냉동 근대,12/22/2020,중국,중국,8
냉동 시금치,12/22/2020,중국,중국,35
냉동능이버섯,12/22/2020,중국,중국,66
냉동당근,12/22/2020,중국,중국,33
냉동토란,12/22/2020,베트남,베트남,96
냉동목별,12/22/2020,베트남,베트남,37
건목이버섯 (후레이크),12/22/2020,중국,중국,45
건곰보버섯 (모렐),12/22/2020,중국,중국,42
건 그물버섯,12/22/2020,중국,중국,59
커클랜드 시그니춰 통후추,12/22/2020,베트남,미국,7
냉동능이버섯,12/22/2020,중국,중국,45
호두,12/22/2020,미국,미국,31
호두,12/22/2020,미국,미국,88
냉동연근,12/22/2020,중국,중국,82
냉동 라임,12/22/2020,베트남,베트남,33
냉동바나나,12/22/2020,베트남,베트남,4
커피생두,12/22/2020,베트남,베트남,53
냉동생강,12/22/2020,중국,중국,47
냉동 청양고추,12/22/2020,중국,중국,42
마카다미아,12/22/2020,호주,호주,97
코리안더 홀,12/22/2020,인도,인도,95
냉동목이버섯,12/22/2020,중국,중국,46
아몬드,12/22/2020,미국,미국,55
아몬드슬라이스,12/22/2020,미국,미국,5
아몬드,12/22/2020,미국,미국,46
아몬드,12/22/2020,미국,미국,15
건표고버섯PR(압착표고버섯),12/22/2020,중국,중국,15
말린샬롯,12/22/2020,베트남,베트남,38
건표고갓후레이크,12/22/2020,중국,중국,59
건표고버섯PR(압착표고버섯),12/22/2020,중국,중국,78
대추야자,12/22/2020,이스라엘,이스라엘,40
아몬드,12/22/2020,스페인,스페인,66
냉동부추,12/22/2020,중국,중국,24
블루베리,12/22/2020,미국,미국,36
대두,12/22/2020,미국,미국,85
커피 생두,12/22/2020,브라질,브라질,50
바나나,12/22/2020,에콰도르,에콰도르,92
신선생강,12/22/2020,중국,중국,94
커피원두,12/22/2020,니카라과,니카라과,5
방울양배추,12/22/2020,벨기에,벨기에,76
방울양배추,12/22/2020,벨기에,벨기에,71
냉동다이스양파,12/22/2020,중국,중국,5
들깨,12/22/2020,중국,중국,14
콜롬비아  커피원두,12/22/2020,콜롬비아,콜롬비아,27
냉동홍고추,12/22/2020,중국,중국,48
냉동고추,12/22/2020,중국,중국,16
커피원두,12/22/2020,브라질,브라질,54
유기농바나나,12/22/2020,페루,페루,18
냉동홍고추,12/22/2020,중국,중국,58
녹두,12/22/2020,페루,페루,40
냉동고추,12/22/2020,중국,중국,39
냉동홍고추,12/22/2020,중국,중국,84
내츄럴 슬라이스 아몬드,12/22/2020,미국,미국,76
냉동홍고추,12/22/2020,중국,중국,27
콜롬비아  커피원두,12/22/2020,콜롬비아,콜롬비아,48
갈근(30KG),12/22/2020,중국,중국,35
아보카도,12/21/2020,멕시코,멕시코,4
바나나,12/21/2020,에콰도르,에콰도르,28
갈랑갈,12/21/2020,태국,태국,34
인도네시아 로부스타 커피,12/21/2020,인도네시아,인도네시아,5
레몬그라스,12/21/2020,태국,태국,35
하이비 아스파라거스 (5KG),12/21/2020,태국,태국,55
기장,12/21/2020,중국,중국,53
건고추,12/21/2020,중국,중국,92
블루베리,12/21/2020,칠레,칠레,47
망고,12/21/2020,태국,태국,17
바나나,12/21/2020,에콰도르,에콰도르,68
깐도라지,12/21/2020,중국,중국,41
양배추,12/21/2020,중국,중국,31
신선브로콜리,12/21/2020,중국,중국,81
냉동고추,12/21/2020,중국,중국,70
흑기장,12/21/2020,중국,중국,98
신선지황,12/21/2020,중국,중국,33
레몬그라스,12/21/2020,태국,태국,80
타임,12/21/2020,이스라엘,이스라엘,82
냉동 대파,12/21/2020,중국,중국,57
양송이슬라이스,12/21/2020,프랑스,프랑스,46
커클랜드 시그니춰 월넛,12/21/2020,미국,미국,96
냉동 대파 9KG,12/21/2020,중국,중국,14
냉동잣,12/21/2020,중국,중국,28
냉동 양파,12/21/2020,중국,중국,46
냉장감자,12/21/2020,미국,미국,96
망고,12/21/2020,태국,태국,45
바나나,12/21/2020,페루,페루,99
들깨,12/21/2020,중국,중국,56
꽃사슴생강,12/21/2020,중국,중국,81
건더덕,12/21/2020,중국,중국,64
"진흙버섯(자실체,건조)",12/21/2020,캄보디아,캄보디아,78
체리,12/21/2020,칠레,칠레,60
체리,12/21/2020,칠레,칠레,49
아보카도,12/21/2020,멕시코,멕시코,20
바나나,12/21/2020,베트남,베트남,98
레몬,12/21/2020,미국,미국,37
포도,12/21/2020,미국,미국,44
커피원두,12/21/2020,콜롬비아,콜롬비아,4
"바나나(13KG,2020.11.25)",12/21/2020,베트남,베트남,97
냉동당근,12/21/2020,중국,중국,68
냉동대파,12/21/2020,중국,중국,26
대두,12/21/2020,중국,중국,55
신선은행,12/21/2020,중국,중국,44
커피원두,12/21/2020,브라질,브라질,13
망고,12/21/2020,태국,태국,42
송로버섯,12/21/2020,이탈리아,이탈리아,4
송로버섯,12/21/2020,이탈리아,이탈리아,61
망고,12/21/2020,호주,호주,66
망고,12/21/2020,호주,호주,51
바나나 꽃,12/21/2020,태국,태국,44
망고,12/21/2020,태국,태국,19
망고,12/21/2020,태국,태국,90
건 취나물,12/21/2020,중국,중국,50
레몬그라스,12/21/2020,베트남,베트남,40
체리,12/21/2020,칠레,칠레,56
방울다다기 양배추,12/21/2020,벨기에,벨기에,24
곶감,12/21/2020,중국,중국,57
신선우엉,12/21/2020,중국,중국,59
늘푸른대파,12/21/2020,중국,중국,4
신선깐양파,12/21/2020,중국,중국,56
망고,12/21/2020,호주,호주,80
신선대파,12/21/2020,중국,중국,41
들깨,12/21/2020,중국,중국,38
신선마늘쫑,12/21/2020,중국,중국,6
망고,12/21/2020,베트남,베트남,7
신선당근,12/21/2020,중국,중국,28
신선당근,12/21/2020,중국,중국,55
신선당근,12/21/2020,중국,중국,46
신선당근,12/21/2020,중국,중국,74
신선당근,12/21/2020,중국,중국,83
신선당근,12/21/2020,중국,중국,43
들깨,12/21/2020,중국,중국,47
"산수유(열매,건조)",12/21/2020,중국,중국,9
"망고(열매,신선)",12/21/2020,태국,태국,18
들깨,12/21/2020,중국,중국,88
대두,12/21/2020,러시아,러시아,2
바나나,12/21/2020,페루,페루,45
야자열매,12/21/2020,베트남,베트남,69
육두구-42kg,12/21/2020,인도네시아,인도네시아,19
신선당근,12/21/2020,중국,중국,8
커피 생두,12/21/2020,브라질,미국,20
커피원두,12/21/2020,브라질,브라질,52
커피원두,12/21/2020,탄자니아,탄자니아,85
자몽,12/21/2020,미국,미국,45
들깨,12/21/2020,중국,중국,44
신선더덕,12/21/2020,중국,중국,30
망고 6kg,12/21/2020,필리핀,필리핀,93
양배추,12/21/2020,중국,중국,4
커피생두,12/21/2020,베트남,베트남,21
신선우엉,12/21/2020,중국,중국,15
깐더덕,12/21/2020,중국,중국,68
냉동대파,12/21/2020,중국,중국,88
"파인애플(12KG,2020.12.12)",12/21/2020,필리핀,필리핀,97
신선당근,12/21/2020,중국,중국,19
신선쪽파,12/21/2020,중국,중국,64
"바나나(13KG,2020.12.12)",12/21/2020,필리핀,필리핀,99
오렌지,12/21/2020,미국,미국,50
망고,12/21/2020,태국,태국,88
망고,12/21/2020,태국,태국,94
블루베리,12/21/2020,칠레,칠레,82
블루베리 125G,12/21/2020,칠레,칠레,26
아스파라거스(6KG),12/21/2020,태국,태국,19
브루셀스프라우트(방울다다기 양배추),12/21/2020,벨기에,벨기에,52
엔다이브,12/21/2020,벨기에,벨기에,31
망고,12/21/2020,페루,페루,41
펜넬,12/21/2020,이탈리아,벨기에,12
아스파라거스(5KG),12/21/2020,페루,페루,10
블루베리,12/21/2020,칠레,칠레,52
블루베리,12/21/2020,칠레,칠레,50
마늘쫑(8KG),12/21/2020,중국,중국,79
깐도라지,12/21/2020,중국,중국,59
건 표고버섯,12/21/2020,중국,중국,56
블루베리,12/21/2020,칠레,칠레,67
깐우엉,12/21/2020,중국,중국,70
맥주보리,12/21/2020,호주,호주,80
신선마늘쫑,12/21/2020,중국,중국,4
신선대파,12/21/2020,중국,중국,82
신선당근,12/21/2020,중국,중국,78
신선양파,12/21/2020,중국,중국,70
단호박,12/21/2020,통가,뉴질랜드,22
신선양파,12/21/2020,중국,중국,39
단호박,12/21/2020,통가,뉴질랜드,16
단호박,12/21/2020,통가,통가,81
깐우엉,12/21/2020,중국,중국,36
깐도라지,12/21/2020,중국,중국,22
신선마늘쫑,12/21/2020,중국,중국,9
커피생두,12/21/2020,탄자니아,탄자니아,72
냉동홍고추,12/21/2020,중국,중국,56
유기농바나나,12/21/2020,콜롬비아,콜롬비아,70
호라산 밀,12/21/2020,캐나다,캐나다,61
호라산 밀,12/21/2020,캐나다,캐나다,91
실론계피,12/21/2020,스리랑카,스리랑카,11
선선깐양파,12/21/2020,중국,중국,2
유기농 바나나,12/21/2020,페루,페루,70
냉동고추,12/21/2020,중국,중국,3
유기농 바나나,12/21/2020,페루,페루,33
유기농 바나나,12/21/2020,페루,페루,15
로즈마리,12/21/2020,이스라엘,이스라엘,43
샬롯,12/21/2020,태국,태국,79
앤다이브,12/21/2020,네덜란드,네덜란드,18
바나나 꽃,12/21/2020,태국,태국,31
갈랑갈,12/21/2020,태국,태국,85
망고,12/21/2020,페루,페루,43
체리,12/21/2020,칠레,칠레,39
방울다다기 양배추,12/21/2020,벨기에,벨기에,25
체리,12/21/2020,칠레,칠레,13
아스파라거스,12/21/2020,페루,페루,43
차이브,12/21/2020,이스라엘,이스라엘,92
앤다이브(프리셰),12/21/2020,스페인,네덜란드,48
아스파라거스,12/21/2020,페루,페루,28
체리,12/21/2020,칠레,칠레,57
체리,12/21/2020,칠레,칠레,55
체리,12/21/2020,칠레,칠레,45
체리,12/21/2020,칠레,칠레,12
체리,12/21/2020,칠레,칠레,43
아스파라거스,12/21/2020,페루,페루,58
체리,12/21/2020,칠레,칠레,3
체리,12/21/2020,칠레,칠레,78
체리,12/21/2020,칠레,칠레,37
체리,12/21/2020,칠레,칠레,5
체리,12/21/2020,칠레,칠레,86
체리,12/21/2020,칠레,칠레,68
체리,12/21/2020,칠레,칠레,32
망고,12/21/2020,태국,태국,92
망고,12/21/2020,태국,태국,26
망고,12/21/2020,태국,태국,69
체리,12/21/2020,뉴질랜드,뉴질랜드,16
체리,12/21/2020,칠레,칠레,74
송로버섯,12/21/2020,이탈리아,이탈리아,90
체리,12/21/2020,칠레,칠레,91
체리,12/21/2020,칠레,칠레,1
망고,12/21/2020,페루,페루,28
체리,12/21/2020,뉴질랜드,뉴질랜드,13
프리제(FRISEE),12/21/2020,스페인,벨기에,82
파스니프,12/21/2020,벨기에,벨기에,43
아스파라거스 5KG,12/21/2020,페루,페루,81
체리,12/21/2020,칠레,칠레,9
엔다이브,12/21/2020,벨기에,벨기에,10
레드 엔다이브,12/21/2020,네덜란드,벨기에,85
로즈마리,12/21/2020,이스라엘,이스라엘,41
아스파라거스 4KG,12/21/2020,페루,페루,43
망고,12/21/2020,베트남,베트남,31
건니파야자순,12/21/2020,인도네시아,인도네시아,89
브라질 너트,12/21/2020,페루,페루,90
냉동홍고추,12/21/2020,중국,중국,9
냉동홍고추,12/21/2020,중국,중국,14
가차이(10 KG),12/21/2020,태국,태국,23
핑거루트,12/21/2020,태국,태국,52
강낭콩,12/21/2020,중국,중국,24
냉동고추,12/21/2020,중국,중국,96
신선핑거루트,12/21/2020,태국,태국,25
냉동홍고추,12/21/2020,중국,중국,22
냉동홍고추,12/21/2020,중국,중국,24
냉동홍고추,12/21/2020,중국,중국,91
신선우엉,12/21/2020,중국,중국,30
망고,12/21/2020,페루,페루,43
브루셀스프라우트(방울다다기 양배추),12/21/2020,벨기에,벨기에,36
냉동홍고추,12/21/2020,중국,중국,94
냉동홍고추,12/21/2020,중국,중국,55
"파파야(5KG,2020.12.02)",12/21/2020,필리핀,필리핀,92
콩나물,12/21/2020,중국,중국,34
곶감,12/21/2020,중국,중국,17
대두,12/21/2020,미국,미국,49
냉동고추,12/21/2020,중국,중국,3
냉동홍고추,12/21/2020,중국,중국,92
바나나,12/21/2020,콜롬비아,콜롬비아,18
